ID,label,description,,
233768002,1,Proud mom and grandmaðŸ’—Breast Cancer Survivor Dragon BoaterðŸ’ž.Love to sing . read .  run outside . garden .  cook. Lactation Consultant. Retired Nurse.Tweets are my own,,
137762774,5,Entrepreneur | Founder .  Head Coach .  Sports Nutritionist .  Hydration Expert and Recipe Developer at The Endurance Edge and The Fueling Edge @YourEdgeNC,,
9.73E+17,5,A dreamy naturalist / Studying International development / Interested in environmentalism and ecology .  nutrition and mental development,,
3069958672,1,Graduate Nurse of BHSN CT 2015 | Float RN YNHH | Student at Villanova University continuing my Nursing education,,
72216560,2,34 yo Canadian doctor,,
122535442,8,Med student .  inveterate reader and photography lover. Estudiante de medicina .  lectora empedernida y amante de la fotografÃ­a.,,
1367300016,1,I am a mom and a women's health & pediatric nurse and educator. I love what I do .  and I am always curious and excited about learning how to do what I do better!,,
2786845225,5,The Indiana University of Pennsylvania (IUP) Student Association of Nutrition and Dietetics (SAND)--student organization of nutrition/dietetics majors,,
239752399,2,Doctor,,
752077142,3,The Navarro DDS P.C  Dental Group is a state of the art dental practice providing you with total care for all phases of dentistry: General .  Cosmetic & Implants.,,
379924723,2,Doctor,,
590371769,5,MÃ©dico. Especialista en EndocrinologÃ­a y NutriciÃ³n. H12O .  Madrid .  EspaÃ±a. Msc. InvestigaciÃ³n en Medicina ClÃ­nica UMH.,,
1.20E+18,8,Not your typical medical student | Part of: @vro_imamu .  â€Žâ€Ž@Salam4CC .  â€Ž@SAIR2030 .  â€Žâ€Ž@SMAV_SA .  â€Žâ€Ž@akadymiah1 .  @ImaMedClub | ðŸ’š #Ø·Ù…ÙˆØ­_Ø®Ø§Ù„Ø¯ ðŸ’« #Ù‚3,,
1.22E+18,2,I'm Fachtca Fhratw .  . Ambassador of Hari Cuci Tangan Pakai Sabun Sedunia since 2010 .  . International Medical Student .  . Future Medical Doctor,,
1.23E+18,1,Newly minted Adult-Gerontology Primary Care Nurse Practitioner .  looking 4 my first gig. Htown by way of BKNY. #AGPCNP #NursePractitioner,,
1.26E+18,2,An open platform for doctors to ask questions and share knowledge with one another.,,
1525866074,5,Nutrition S'Mart of Carrollwood offers all organic produce .  healthy groceries .  supplements .  beauty products .  knowledgeable staff ready to help you & much more!,,
18892937,1,RN .  MPH .  PHN. Family Nurse Practitioner student in the ate of Nursing Practice program at Touro University CA.,,
32319175,1,Autism and PTSD advocate. Cardiothoracic OR nurse. Lover of golden retrievers.,,
2370822542,3,Dr. Terrance Jeter has been practicing dentistry over 20 years in Decatur GA.  He gives excellent care to his patients and does beautiful work on every smile.,,
718698386,1,Nurse .  mother .  redskins fan .  exercise enthusiast!!,,
1061601758,5,Family & Consumer Sciences covers nutrition .  food safety & preservation .  aging .  housing .  health & wellness .  financial literacy & more. . IG: @traviscofcs,,
3033876987,5,Clinical Nutritionist @ . Nutrition for effective and healthy life....Be natural & stay natural,,
1570867237,2,Doctor physician (internal medicine) . married  . interest in philosophy . reading . music,,
139909908,5,Mujer .  mamÃ¡ .  mÃ©dico en nutriciÃ³n clÃ­nica. Apasionada por la vida. @lanutridr,,
7.40E+17,8,I am a Naturopathic Medical Student at Bastyr University. I also do massage .  intraoral massage .  Reiki .  KT .  cranial sacral .  visceral synthesis and more.,,
28738377,8,27 | RMT | Medical Student: MS4 | Ballerina | Foodie WANDERLUST âœˆï¸âœˆï¸âœˆï¸ | snapchat: doctheamira,,
354442822,2,Pharmacist ðŸ’ŠðŸ’‰| Boy Mom ðŸ’™| Wilkes Alumni 08-14 ðŸ’™ðŸ’›|  #workhardplayhard #youcancallmedoctor #pharmacynerd,,
16683380,2,Network of bioidentical hormone doctors dedicated to preventive medicine and wellness using bioidentical hormone therapy.,,
58027716,2,Husband/Medical Doctor .  interest: NeuroScience .  NeuralNetworks .  NanoTechnology .  Text/Data mining .  MotoRacerKTM .  Swiftï£¿ .  Street/DirtBikerider,,
432218032,2,Doctor of Nursing Practice Advanced Practice Registered  Certified Family  Practitoner CDE CME,,
387748297,1,Licensed Practical Nurse .  Sport and Fitness Nutritionist. Alive and healthy because of his grace.  Health is Wealth. #blessed,,
2891813309,2,A Medical Doctor .  a humanist . chill relaxed personality . love to enjoy every moment of life in a different way . music loving . keen interest in cooking & photography,,
246353729,1,Family Nurse Practitioner,,
442771991,5,Wellness .  Healing .  Nutrition for Lyme Disease and other tick-borne illnesses.,,
74498185,2,Doctor | Thinker | Foodie | Travel Enthusiast |Nature Lover.,,
2187914051,1,Lecturer/Practitioner (Child) NICU staff nurse. 'He's not the messiah .  he's a very naughty boy!',,
2170773872,1,Vascular Surgery Nurse Coordinator .  USN NC retired .   mother of 3 .   wife of USNA '91 retired..,,
234505834,2,http://t.co/70I6BZyl8H.B . Medical doctor,,
395495378,2,Al-Salam Alykom .  I'm a junior muslim doctor from Kurdistan Iraq. I love Islam . my family  . my baby and my lifestyle.,,
8.49E+17,1,Mum Wife Passionate District Nurse,,
184136635,1,Mom Wife Friend Nurse,,
1239360499,3,Dr. Luis J. Fujimoto is in the private practice of Comprehensive Dentistry with Advanced Services in Implants and Oral Rehabilitation.,,
1177213908,2,doctor en medicina .  #neumÃ³logo #pulmonologist #copd #asthma #epoc #apneadelsueÃ±o . https://t.co/d7KbjAkVUyâ€¦ . blog: https://t.co/QEVMIljHj2,,
9.27E+17,1,Public Health Nurse in Northern AZ,,
2903224698,1,Nurse .  Christian .  Texan .  Bowhunter .  Republican ....Yep .  that about sums it up!,,
7.79E+17,1,Pre- Admission Testing Nurse Coordinator .   Owner Angel Nurseworks .  LLC- Boutique Wellness Care for adults age 18 to 118! .  . Always Be Your Own Kind Of Beautiful!,,
559776430,4,Seriously friendly .  crazy .  weird. Emotionally unstable Proud Pharmacist!!,,
279807579,4,i'm a PharmaciSt. Enjoy eaTinG and PositiVe thiNkinG ^^,,
3944506394,2,This app help you search useful informations on how to treat your pain or sore and know when to see a doctor. https://t.co/XSPcpc990g https://t.co/S4KUz4PRIZ,,
329188307,1,Nurse . social worker .  researcher .  educator .  focusing on end of life .  palliative care .  hospice and grief,,
1392188575,2,Interventional pain doctor helping Minnesotans manage back .  neck .  foot .  and other pain. 855-452-7170,,
93806676,1,Mum .  wife .  horrendous housekeeper .  Rural Emergency Nurse,,
41503658,6,Since 1985 .  Gulfcoast Ultrasound Institute has provided ultrasound seminars .  registry reviews and CME materials to over 145 . 000  physicians & sonographers.,,
621162173,5,Health and fitness expert .  check my tweets for information on nutrition .  exercise and weightloss.,,
227934380,4,Freedom fighter Pharmacist  .  my trend is nature I believe and trust ALLAH then i do my best so.. It's very wise to listen when we talk to ourselves,,
3985568662,8,medical student MBBS Learn at plasma university mogadishu-Somalia .  motivational person,,
890551178,2,FarmacÃ©utica doctorada en NutriciÃ³n. Alimentos .  nutriciÃ³n .  gastronomÃ­a .  salud...vida!!,,
375343277,1,â™¥ColombianCanadian O.R Nurseâ˜…,,
1707291745,5,Sociedad de NutriciÃ³n 2014-2015 de la Universidad AnÃ¡huac MÃ©xico Norte.,,
9.69E+17,8,medical student .  husband .  dog-lover .  fluent in sarcasm .  (please send memes) .  . #medtwitter #medstudent #medicine,,
1085040504,1,Practical Nursing Online is an online resource for becoming a nurse. Search our nationwide school database and read our informative articles. Start today!,,
172895919,1,Wife .  Mom .  Nana .  Retired FNP School Nurse. Pittsburgh proud.,,
130877887,1,Cardiovascular Home Care is a nurse owned/operated agency serving cardiac .  orthopedic and hard to stabilize patients in the Fort Worth area for 15+ years.,,
1.12E+18,1,"Ph.D. #Geriatrics #nurse #scientist & Principal Investigator .  NIH F32NR018585: The ""SIESTA-ICU Studyâ€ (#Sleep & post-ICU syndrome in older #ICU survivors)",,
69797098,7,Recovering paramedic applying my talents and skills to the automotive industry.,,
115939053,4,Primary Care Pharmacist â—‹ Evidence Based Medicine â—‹ Knowledge Management â—‹ Dad of 2+2 â—‹ #mirrubita â—‹ Crossfit â—‹ Calistenia â—‹ MTB â—‹ Women & Wine â—‹ RTâ‰ Endorsement,,
7014922,5,#Psalms 4 .  35 & 91ðŸ’¥ResearcherðŸ’¥#NutritionMedicineðŸ’¥CampaignerðŸ’¥#LifestyleMedicineðŸ’¥Non-Toxic .  Cutting Edge TherapiesðŸ’¥Social JusticeðŸ’¥LawðŸ’¥AfricaðŸ’¥The Arts,,
1025143464,3,Prosper Healthcare Lending is a patient financing company for healthcare providers in cosmetic dentistry .  bariatric surgery .  fertility .  and plastic surgery.,,
1468848560,4,Oncology Pharmacist - â¤ï¸ my dog & plants,,
2312715480,5,Lcda. NutriciÃ³n y DietÃ©tica . Analista de calidad en alimentos,,
274791776,1,Registered nurse .  former nutritionist (BSN .  BS Dietetics .  MBA) fitness-focused .  lifelong learner .  animal lover .  native Buckeye & blessed child of God,,
430136355,2,Doctor â¤ï¸         Mesopotamia,,
1117786550,1,UMN Associate Vice President for Clinical Affairs. Professor. Researcher. Forensic Nurse. Mother.,,
366452282,2,i am a doctor by profession  . an artist by heart... .  . passionate about life.,,
2302010085,8,ï·½ Med Student ðŸ‘©â€âš•ï¸ðŸ‡ªðŸ‡¬,,
1657764325,2,Sklar is a leading provider of high quality surgical products to doctors .  hospitals and healthcare agencies worldwide.,,
2666680880,8,Medical Student @UWMedicine .  horror movie enthusiast .  and buffalo wing connoisseur. Follow for hot takes .  opinions .  movie reviews .  and wing recommendations.,,
524425840,5,Apasionado y Creator de Contenidos en #conutrirtlax #NutriciÃ³nRenal #BTT #Ampac Ciencia de los Alimentos #Nutritips ðŸðŸ,,
2557308535,3,Consumers for Dental Choice aims to end the use of mercury in dentistry. Amalgam fillings are about 50% mercury â€“ a neurotoxin .  an environmental pollutant,,
1531863066,5,Healthy Aging Dietetic Practice Group members are the most valued source of food .  nutrition and wellness information and services for older adults.,,
126209970,1,Filipino ðŸ‡µðŸ‡­|RN ðŸ’‰|MD ðŸ‘¨ðŸ»â€âš•ï¸| by profession .  nurse by â™¥ï¸|Courage to care ðŸŽ—|Gym rat ðŸ’ªðŸ½|Lone traveler ðŸ¤ |Nature lover ðŸŒ±,,
417562643,8,Medical Student. Internal Medicine .  Cardiology .  & Critical Care #ItsAllAboutTheU,,
267205996,4,Child of God .  Mommy .  Pharmacist .  Î”Î£Î˜....I love being me afterall no one can do it better!! ;) S/N MY twitter MY thoughts...follow at your own risk ;p,,
87638494,1,Certified Nurse ðŸ‘¨ðŸ¾â€âš•ï¸ CRNA Student. Maryland-DC-NYC ðŸ‡­ðŸ‡¹ @ccharlesrn #mealpreppingatitsfinest #CriticalCare #Anesthesia ðŸ’‰ðŸ’ŠðŸ’¨ðŸŒªðŸ¤ªðŸ˜µðŸ¤¯ðŸ˜´ðŸŒ€ðŸ’¤,,
9.22E+17,6,Medical Nanotechnologist - Completed my Masters from Harvard - MIT Health Sciences and Technology,,
1402898257,8,med student .  palestinan  .  from Gaza . live in Jakarta,,
88383053,4,R&D Pharmacist @ Osoth Inter Laboratories Ltd,,
421982000,3,Husband .  father of 6 .  Dentist .  Medical . Healer .  Passion for a natural http://t.co/VXBOwLMEza-workers like you and I always need leads and contacts so Hi.,,
374734734,2,Everybody's Doctor- Focused on #Health #Wellness #Fitness #Community  #NewOrleans . @Fox8NOLA@WBOK1230 Talk Show. @995WRNO @ChefandDoc  #getcheckedgetfitgetmoving,,
167710353,2,Empleado publico.Licenciado Ciencia y TecnologÃ­a de Alimentos. Doctor en NutriciÃ³n Humana. Doctor en Derecho y Ciencias Sociales. Finalizando Grado Farmacia.,,
2787570961,2,Speak to a Doctor at anytime of the day...Get health tips...Never get stranded in a medical emergency again. For Etisalat dial 35050; other networks coming soon,,
368678771,1,Nurse,,
3079241781,5,Nutricionista/Dietista .  boricua .  esposa y seguidora de JesÃºs,,
18603397,5,Nutrition Media Expert .  Speaker .  Blogger .  Nutrition Prof .  Boston University; Author .  Consultant .  Host of Spot On! podcast.,,
1.00E+18,2,Doctor 24h Integrative Medicine,,
130315102,5,Nutritionist-Researcher MSc in Clinical Research @LabInvTraslaci1 @LaUASLP Teacher at @CuauhtemocSLP & #UVM/Associate Editor in @renhyd_org & @EvidNutrition,,
266757283,2,Naturopathic Doctor at Paradigm Health Group in Calgary .  AB providing solutions for optimum health and wellness using natural medicines and therapies. #yyc,,
1722969972,5,Productos y servicios especializados en diabetes .  nutriciÃ³n .  obesidad e hipertensiÃ³n.,,
440079993,5,Providing PERSONAL TRAINING .  NUTRITIONAL ADVICE and MASSAGE THERAPY.,,
8.29E+17,5,Coffee & cake loving Dietitian working for NHS â˜¯ï¸ Recreational netballer ðŸ€ . Sports Nutrition Grad of Glasgow ðŸŽ“ . These tweets are my own views & interests.,,
195876351,2,a DOCTOR by profession ; .  . a Health Wizard .  .  . # YOUR HEALTH IMPROVES WITH ME # .  . I will leave this world 1% better before i go ....,,
605755368,3,Dentist in Plainfield. Founder of Ivory Dental .  where I work with my husband .  Dr. Kalpesh Patel .  MD. https://t.co/qsUnC0tO.,,
2372015288,2,Programas de MaestrÃ­a y Doctorado en Ciencias BÃ¡sicas BiomÃ©dicas .  Universidad de Antioquia.,,
524822187,2,Former #NHS doctor â¤ï¸ Unintentional whistleblower (elderly + dying patients). Losing weight + taking Vit D to reduce the chance of severe #COVID_19ðŸ’ªðŸ¼ðŸ¦ ,,
1.24E+18,2,Family practice doctor waging war on metabolic diseases of obesity .  diabetes .  hypertension .  and coronary artery disease.,,
19574643,1,American-born .  Filipino background .  Catholic .  staunch Conservative .  military vet/US Army Nurse .  USC alum .  Outlander freak .  #Outlander #Sisterpatriot,,
363422900,1,15 Year veteran of Travel Nursing. Founder of AATN (Ask a Travel Nurse) and the AATN Facebook Group for Travel Nursing http://t.co/aJkXGSi5r6,,
